# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Jun 26 12:15:36 2024
#
# User preference: *
#
# COLUMN kepid:          KepID
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_ror:        Planet-Star Radius Ratio
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_sma:        Orbit Semi-Major Axis [au]
# COLUMN koi_incl:       Inclination [deg]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
#
loc_rowid,kepid,koi_disposition,koi_period,koi_duration,koi_depth,koi_ror,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_steff,koi_srad,koi_smass
4351,5090803,FALSE POSITIVE,379.652610000,19.04000,8.2300e+01,0.008410,1.20,0.9747,89.95,330.0,2.80,6471.00,1.3020,0.8550
4352,2558163,CANDIDATE,17.543847000,5.94800,1.9630e+02,0.013357,1.15,0.1260,88.23,658.0,44.42,5957.00,0.7910,0.8650
4353,8107611,CANDIDATE,3.818371700,2.68700,5.0800e+01,0.007521,1.39,0.0528,80.73,1683.0,1894.37,6738.00,1.6920,1.3510
4354,8377197,FALSE POSITIVE,1.215181097,1.29500,3.9700e+01,0.005853,0.87,0.0241,88.81,2230.0,5844.41,6717.00,1.3650,1.2660
4355,6137779,FALSE POSITIVE,21.532491500,4.15600,1.0050e+02,0.009520,1.47,0.1622,88.81,876.0,139.32,6737.00,1.4100,1.2320
4356,11913072,FALSE POSITIVE,3.747795830,3.15700,8.8500e+01,0.008772,1.06,0.0496,87.36,1324.0,725.94,6341.00,1.1110,1.1540
4357,8752940,CANDIDATE,9.078291710,0.78300,5.3090e+02,0.020947,3.69,0.0838,89.89,984.0,221.32,5086.00,1.6110,0.9510
4358,9083470,FALSE POSITIVE,0.918422380,5.66400,1.6290e+02,0.198890,16.07,0.0173,11.38,1525.0,1280.40,5288.00,0.7400,0.8280
4359,5783732,FALSE POSITIVE,373.432330000,16.50000,1.6670e+02,0.011871,1.48,0.9997,89.95,290.0,1.66,6146.00,1.1410,0.9540
4360,6278762,CONFIRMED,9.740485080,1.69930,1.2140e+02,0.012120,0.95,0.0790,87.58,673.0,48.52,5051.00,0.7210,0.6920
4361,7900100,FALSE POSITIVE,397.737810000,13.08000,4.6080e+02,0.019753,2.20,1.0889,89.95,264.0,1.16,6194.00,1.0200,1.0860
4362,9849884,FALSE POSITIVE,5.357451210,2.59200,7.8200e+01,0.008114,1.65,0.0639,89.57,1457.0,1065.83,6123.00,1.8600,1.2080
4363,11243547,FALSE POSITIVE,2.161326620,4.48700,1.1220e+02,0.010582,0.50,0.0250,72.06,687.0,52.58,3754.00,0.4300,0.4430
4364,4384909,CANDIDATE,6.410971790,2.58200,2.3350e+02,0.013772,1.40,0.0669,89.20,886.0,146.16,5383.00,0.9330,0.9720
4365,9009036,CONFIRMED,6.762893080,6.20400,5.0900e+01,0.006780,1.21,0.0761,85.50,1337.0,754.37,6547.00,1.6300,1.2890
4366,11506654,CANDIDATE,75.211637300,3.20300,3.6260e+02,0.017266,2.83,0.3708,89.98,516.0,16.78,5818.00,1.5000,1.2000
4367,5687700,CANDIDATE,6.362834140,3.75200,1.5940e+02,0.011578,1.12,0.0666,89.38,956.0,197.84,5955.00,0.8830,0.9720
4368,8806985,CANDIDATE,7.537374980,3.96600,4.1100e+01,0.005934,0.93,0.0802,89.10,1210.0,506.84,6483.00,1.4360,1.2120
4369,10491525,FALSE POSITIVE,1.098446420,1.52800,4.5000e+01,0.006626,1.73,0.0224,79.29,2921.0,17139.77,6403.00,2.3910,1.2330
4370,3859042,FALSE POSITIVE,25.949470000,15.70000,2.3830e+02,0.014952,1.22,0.1613,85.94,508.0,15.74,5348.00,0.7480,0.8380
4371,6527078,CANDIDATE,7.576008860,3.36100,4.9000e+01,0.006350,0.54,0.0714,89.08,778.0,86.87,5361.00,0.7740,0.8480
4372,4946049,FALSE POSITIVE,1.878913800,4.27900,3.0200e+01,0.005224,1.90,0.0379,79.51,3330.0,29112.69,8046.00,3.3390,2.0600
4373,2857607,CONFIRMED,41.868199600,5.78300,1.5070e+02,0.013675,1.25,0.2301,87.73,492.0,13.89,5852.00,0.8370,0.9280
4374,5559651,FALSE POSITIVE,0.514771509,1.25600,4.3400e+01,0.006045,0.57,0.0124,85.94,2113.0,4749.21,5730.00,0.8700,0.9680
4375,5962262,CONFIRMED,8.617427380,2.71300,1.5490e+02,0.011032,1.01,0.0763,89.86,733.0,68.28,5009.00,0.8400,0.7970
4376,5437348,FALSE POSITIVE,35.945188000,8.23000,7.2600e+01,0.007877,1.50,0.2360,89.95,789.0,91.51,6578.00,1.7440,1.3600
4377,8429668,FALSE POSITIVE,5.007493780,2.89800,5.6600e+01,0.006848,1.68,0.0534,89.09,1499.0,1192.26,5242.00,2.2430,0.8080
4378,7429240,CONFIRMED,196.436796000,8.55600,6.3190e+02,0.022558,2.33,0.6446,89.99,292.0,1.72,5462.00,0.9460,0.9240
4379,10120548,CANDIDATE,8.830368100,3.42600,2.9620e+02,0.017124,1.32,0.0767,86.87,676.0,49.36,5051.00,0.7060,0.7860
4380,4474462,CANDIDATE,12.857558950,4.83100,1.0650e+02,0.009747,1.23,0.1045,88.17,860.0,129.15,5860.00,1.1560,0.9220
4381,7032001,FALSE POSITIVE,0.566810643,3.47100,4.5600e+01,0.006260,0.52,0.0126,76.68,1976.0,3605.07,5776.00,0.7580,0.8320
4382,4141593,CANDIDATE,33.502923000,11.94700,7.0900e+01,0.008374,1.08,0.1984,86.97,645.0,40.79,5999.00,1.1770,0.9260
4383,10003058,CANDIDATE,148.568877000,4.39900,4.0440e+02,0.018329,5.97,0.6365,89.95,555.0,22.49,5814.00,2.9850,1.5560
4384,9031703,CANDIDATE,9.333548600,6.64300,7.1200e+01,0.008311,1.69,0.0888,84.50,1082.0,323.68,5354.00,1.8630,1.0710
4385,6199864,FALSE POSITIVE,262.477098000,5.81600,1.0160e+03,0.028333,1.92,0.6821,89.95,178.0,0.24,4227.00,0.6200,0.6140
4386,9577855,FALSE POSITIVE,2.210305720,2.49200,9.2000e+01,0.008874,1.06,0.0347,88.00,1572.0,1440.34,6355.00,1.0900,1.1340
4387,12204137,CANDIDATE,9.540608550,1.86900,4.6200e+02,0.019272,1.75,0.0830,89.96,735.0,69.25,5271.00,0.8310,0.8390
4388,4386607,FALSE POSITIVE,5.993218720,3.92000,2.0320e+02,0.012997,1.23,0.0638,89.90,952.0,194.41,5853.00,0.8680,0.9610
4389,5389956,CANDIDATE,1.809267340,2.46900,9.8000e+01,0.009177,0.89,0.0289,85.81,1444.0,1028.71,5897.00,0.8910,0.9830
4390,12108364,FALSE POSITIVE,0.705441890,1.77200,1.3350e+02,0.010659,1.04,0.0155,83.68,1960.0,3481.65,5838.00,0.8970,0.9920
4391,8295671,FALSE POSITIVE,0.981399749,0.50510,1.5830e+02,0.012319,1.21,0.0192,88.30,1820.0,2602.14,6038.00,0.8980,0.9820
4392,10662202,CANDIDATE,5.044139870,1.62300,1.7200e+02,0.012998,1.18,0.0533,87.52,862.0,130.09,4954.00,0.8280,0.7910
4393,10407210,FALSE POSITIVE,0.933728755,4.36300,1.3500e+01,0.003550,0.72,0.0208,64.29,2777.0,14057.75,6652.00,1.8630,1.3780
4394,7457278,FALSE POSITIVE,12.607591424,29.12670,7.9500e+01,0.014678,1.61,0.1089,33.09,809.0,101.31,6047.00,1.0020,1.0810
4395,3934657,CANDIDATE,5.369408400,3.94900,4.0000e+01,0.006556,0.62,0.0590,81.82,974.0,212.68,5753.00,0.8690,0.9510
4396,7515336,CANDIDATE,5.656902810,3.58300,3.2200e+01,0.005131,0.74,0.0619,89.93,1159.0,425.70,5687.00,1.3200,0.9860
4397,8984755,FALSE POSITIVE,0.734573766,1.29500,6.8400e+01,0.007524,0.86,0.0151,89.42,2061.0,4270.04,5602.00,1.0510,0.8510
4398,7366895,FALSE POSITIVE,289.860460000,11.10300,2.3450e+02,0.014163,1.50,0.8494,89.95,279.0,1.43,5914.00,0.9710,0.9730
4399,10729472,FALSE POSITIVE,357.130890000,13.04000,3.3050e+02,0.016564,1.62,0.9831,89.95,246.0,0.87,5838.00,0.8970,0.9920
4400,6200612,FALSE POSITIVE,370.506840000,12.13200,4.1860e+02,0.018860,2.06,1.0251,89.95,277.0,1.39,6360.00,0.9990,1.0440
4401,9777200,FALSE POSITIVE,1.332580225,2.05700,4.6300e+01,0.006457,2.18,0.0293,83.11,3111.0,22103.67,6858.00,3.0960,1.8800
4402,3557560,CANDIDATE,7.429932200,4.01300,1.6490e+02,0.013269,1.81,0.0738,84.32,1024.0,259.70,5635.00,1.2520,0.9720
4403,12109267,CANDIDATE,79.334347000,10.88600,1.6490e+02,0.012408,1.56,0.3653,89.13,500.0,14.73,6384.00,1.1500,1.0270
4404,8700895,CANDIDATE,5.682516050,3.47900,8.1200e+01,0.008164,1.03,0.0627,90.00,1090.0,333.82,5753.00,1.1570,1.0160
4405,5003670,CONFIRMED,7.991446960,3.63900,1.4500e+02,0.013940,1.53,0.0783,81.62,901.0,155.95,5700.00,1.0060,1.0030
4406,5200084,FALSE POSITIVE,2.903944600,10.54200,1.3100e+01,0.003526,1.17,0.0525,66.82,2637.0,11446.75,7846.00,3.0500,2.2900
4407,4144873,FALSE POSITIVE,68.538296000,3.62700,1.0870e+03,0.029056,25.77,0.3266,90.00,1031.0,267.17,4687.00,8.1230,0.9880
4408,5003670,CANDIDATE,4.526287390,3.73600,9.9600e+01,0.009313,1.02,0.0536,86.48,1089.0,332.79,5700.00,1.0060,1.0030
4409,9171886,FALSE POSITIVE,369.798500000,12.56400,1.1064e+03,0.030558,2.53,0.9359,89.95,225.0,0.61,5680.00,0.7570,0.7970
4410,3337061,FALSE POSITIVE,6.558834600,3.03400,4.1200e+01,0.006416,0.70,0.0687,86.52,973.0,211.64,5780.00,1.0000,1.0000
4411,5696918,FALSE POSITIVE,0.643007769,0.69000,6.8100e+01,0.007706,0.35,0.0110,89.90,1070.0,311.13,3925.00,0.4210,0.4320
4412,12265786,CANDIDATE,0.597018404,0.47780,2.4540e+02,0.015774,1.09,0.0122,87.12,1578.0,1473.77,4985.00,0.6300,0.6880
4413,8487838,FALSE POSITIVE,1.061937837,2.31000,5.2000e+01,0.006582,0.68,0.0206,87.98,1757.0,2252.16,5893.00,0.9410,1.0330
4414,10873178,CANDIDATE,4.820251240,2.12900,9.4100e+01,0.009212,0.78,0.0531,87.91,1018.0,254.20,6035.00,0.7770,0.8640
4415,11337012,CANDIDATE,12.401926300,4.04300,2.1110e+02,0.016357,1.49,0.0984,84.69,713.0,60.93,5555.00,0.8320,0.8240
4416,8359569,CANDIDATE,152.823896000,7.73400,4.5620e+02,0.019703,2.45,0.5895,89.96,395.0,5.77,6452.00,1.1370,1.1670
4417,8937762,FALSE POSITIVE,15.072772870,0.77940,3.4500e+02,0.020577,1.73,0.1132,89.30,635.0,38.57,5521.00,0.7710,0.8640
4418,2720828,FALSE POSITIVE,1.716593040,1.15400,1.3800e+02,0.010881,1.17,0.0285,89.38,1607.0,1577.89,6192.00,0.9870,1.0370
4419,9837828,CANDIDATE,6.808990760,2.07700,1.1920e+03,0.957505,89.29,0.0655,77.92,795.0,94.48,4992.00,0.8540,0.8100
4420,4857058,CANDIDATE,77.915425000,8.27400,1.7880e+02,0.012253,1.17,0.3331,89.61,367.0,4.28,5135.00,0.8740,0.8120
4421,8652577,FALSE POSITIVE,358.818895000,2.50300,6.6610e+02,0.026495,2.66,0.9572,89.93,262.0,1.11,6056.00,0.9180,0.9080
4422,8804937,FALSE POSITIVE,181.353700000,16.19000,4.5500e+02,0.020295,2.11,0.6407,89.38,317.0,2.39,5900.00,0.9510,1.0650
4423,9947389,CANDIDATE,284.727213000,10.29900,3.5530e+02,0.017149,2.02,0.8224,89.91,278.0,1.41,5497.00,1.0800,0.9130
4424,11912987,FALSE POSITIVE,3.747866940,3.63200,8.0900e+01,0.008421,0.89,0.0485,85.97,1176.0,451.72,5957.00,0.9710,1.0830
4425,3765917,CANDIDATE,30.539293100,6.88700,4.2820e+02,0.018770,2.72,0.1942,89.93,669.0,47.46,5803.00,1.3280,1.0460
4426,4136659,FALSE POSITIVE,0.913244995,0.49310,4.7800e+01,0.006722,0.77,0.0185,88.80,1967.0,3541.46,5923.00,1.0490,1.0130
4427,3438976,FALSE POSITIVE,2.975993680,4.02300,5.5000e+01,0.006846,0.79,0.0406,87.49,1395.0,894.10,6202.00,1.0550,1.0030
4428,7833305,CANDIDATE,8.312244740,2.66300,7.0800e+01,0.119294,10.63,0.0726,71.25,801.0,97.64,5421.00,0.8160,0.7390
4429,6610064,FALSE POSITIVE,0.584148495,1.61920,6.6200e+01,0.007715,0.87,0.0130,75.84,2130.0,4882.90,5427.00,1.0310,0.8610
4430,12647577,CANDIDATE,12.636204800,3.96100,1.2400e+02,0.010119,1.10,0.1072,89.59,774.0,85.06,5772.00,0.9920,1.0280
4431,5476671,FALSE POSITIVE,0.824180121,2.83900,2.0810e+02,0.184616,17.80,0.0168,19.52,1912.0,3155.32,5977.00,0.8830,0.9290
4432,7335972,FALSE POSITIVE,0.579770948,1.03770,4.6790e+02,0.025773,2.40,0.0135,60.95,1953.0,3425.06,5561.00,0.8540,0.9680
4433,4252671,CANDIDATE,23.266633000,8.31500,4.9900e+01,0.006462,2.66,0.1821,89.75,1156.0,422.77,5758.00,3.7750,1.4870
4434,2694632,FALSE POSITIVE,0.922255890,4.22700,3.3000e+01,0.007939,1.29,0.0188,17.80,2206.0,5614.19,5631.00,1.4850,1.0460
4435,11153476,CANDIDATE,7.940042810,3.28200,8.1900e+01,0.008315,0.98,0.0813,89.99,1010.0,245.79,6278.00,1.0810,1.1320
4436,6144039,CANDIDATE,2.858550490,2.34100,8.5400e+01,0.011676,1.23,0.0378,69.56,1212.0,510.14,5441.00,0.9640,0.8810
4437,5428471,FALSE POSITIVE,0.754990960,2.48500,2.1580e+02,0.013490,1.39,0.0160,82.05,1949.0,3403.34,5743.00,0.9460,0.9530
4438,7283710,FALSE POSITIVE,353.401910000,6.68100,9.4800e+02,0.028255,2.35,0.8982,89.95,202.0,0.39,4957.00,0.7630,0.7720
4439,5985713,CANDIDATE,8.952940460,2.99500,4.4000e+01,0.006519,0.86,0.0839,87.45,1012.0,247.66,6047.00,1.2070,0.9800
4440,10794509,FALSE POSITIVE,1.428596987,2.14010,5.0000e+01,0.006925,1.62,0.0273,79.07,2637.0,11425.10,6745.00,2.1440,1.3360
4441,6839010,CANDIDATE,4.843500030,3.04500,5.0200e+01,0.007775,0.90,0.0543,80.44,1121.0,373.10,5762.00,1.0560,0.9060
4442,9775385,CANDIDATE,45.163025000,7.03000,1.3030e+02,0.010664,2.35,0.2944,89.95,886.0,145.48,7675.00,2.0150,1.6650
4443,6197344,CANDIDATE,36.761401100,15.98200,1.6090e+02,0.016870,1.52,0.2000,77.77,475.0,12.00,5305.00,0.8230,0.7890
4444,11357664,CANDIDATE,4.373570433,0.62300,3.6600e+02,0.017534,1.23,0.0448,89.89,727.0,66.12,4362.00,0.6400,0.6270
4445,2576224,FALSE POSITIVE,2.217010250,2.14800,2.9400e+01,0.005058,1.16,0.0410,89.38,2371.0,7467.21,7524.00,2.0920,1.8630
4446,3967501,FALSE POSITIVE,43.075911500,90.95000,3.4520e+03,0.330482,213.46,0.2453,52.57,1032.0,268.50,4766.00,5.9150,1.0590
4447,7272132,CANDIDATE,154.674369000,9.35000,4.3580e+02,0.020904,2.29,0.5698,89.47,371.0,4.47,6338.00,1.0020,1.0230
4448,6437226,FALSE POSITIVE,372.626370000,18.52000,5.4200e+02,0.021943,2.38,1.0472,89.95,258.0,1.05,6014.00,0.9930,1.1010
4449,2710623,FALSE POSITIVE,1.020878310,2.42900,3.3400e+01,0.005259,0.64,0.0196,87.39,1903.0,3115.14,5750.00,1.1060,0.9680
4450,3330684,FALSE POSITIVE,1.261327690,1.24400,1.0970e+02,0.009772,0.14,0.0108,87.80,447.0,9.46,2900.00,0.1320,0.1070
4451,2696703,FALSE POSITIVE,6.094066480,2.08500,3.0270e+03,0.299764,54.54,0.0743,82.21,1417.0,953.63,6785.00,1.6660,1.4700
4452,7699298,FALSE POSITIVE,1.157814100,3.25300,5.4800e+01,0.006983,1.24,0.0204,76.35,2133.0,4895.77,5412.00,1.6290,0.8450
4453,8430053,CANDIDATE,15.951386600,2.28500,9.9200e+01,0.009210,1.17,0.1311,89.79,849.0,123.03,6451.00,1.1680,1.1810
4454,7115661,FALSE POSITIVE,0.566800926,4.40700,2.6450e+02,0.020096,2.19,0.0134,20.83,2200.0,5563.01,5780.00,1.0000,1.0000
4455,2853889,FALSE POSITIVE,24.187647700,2.65400,1.9480e+02,0.830494,118.80,0.1728,81.93,782.0,88.31,6437.00,1.3100,1.1750
4456,12458605,CANDIDATE,7.785911100,7.78800,4.5500e+01,0.006544,0.68,0.0769,83.26,939.0,183.92,6045.00,0.9540,0.9940
4457,4845862,FALSE POSITIVE,2.449266550,2.98800,1.0820e+02,0.009284,0.76,0.0320,87.64,1033.0,269.06,4840.00,0.7490,0.7270
4458,10130057,FALSE POSITIVE,2.178128260,2.60100,1.0080e+02,0.009175,0.81,0.0317,86.76,1206.0,500.27,5426.00,0.8050,0.9030
4459,4953173,CANDIDATE,31.183688000,6.14000,1.3980e+02,0.012202,3.21,0.2158,87.66,876.0,139.27,5947.00,2.4070,1.3780
4460,9838608,FALSE POSITIVE,1.332594940,2.78300,9.2700e+01,0.008846,0.89,0.0237,88.40,1665.0,1814.46,6063.00,0.9180,0.9940
4461,4247811,FALSE POSITIVE,2.050483770,3.67000,6.0500e+01,0.007054,0.66,0.0287,89.83,1339.0,761.65,5568.00,0.8540,0.7520
4462,6543645,FALSE POSITIVE,1.195506180,3.33700,2.6900e+01,0.004868,0.78,0.0228,78.92,2152.0,5062.04,6088.00,1.4630,1.1030
4463,5352640,CANDIDATE,2.942423230,1.51900,2.9330e+02,0.015869,1.42,0.0390,88.11,1098.0,344.64,5436.00,0.8190,0.9190
4464,8738244,FALSE POSITIVE,0.683082998,4.40900,1.4330e+02,0.011709,9.92,0.0225,54.82,6757.0,492690.35,8247.00,7.7620,3.2530
4465,4157052,FALSE POSITIVE,0.791771167,2.44630,5.0920e+02,0.246702,82.71,0.0198,26.29,3419.0,32163.04,6218.00,3.0700,1.6390
4466,10006641,FALSE POSITIVE,0.894172544,0.83020,8.6200e+01,0.008420,0.68,0.0167,88.87,1461.0,1070.89,4982.00,0.7360,0.7710
4467,10815916,FALSE POSITIVE,1.682076240,1.51900,5.4700e+01,0.007065,1.01,0.0274,85.49,1980.0,3646.10,6495.00,1.3110,0.9720
4468,3547760,FALSE POSITIVE,9.848091700,3.07900,1.4190e+02,0.010760,0.88,0.0805,89.70,711.0,60.47,5289.00,0.7480,0.7170
4469,7281484,FALSE POSITIVE,0.566800593,3.90900,1.2300e+01,0.003239,0.48,0.0143,80.91,2783.0,14091.55,6476.00,1.3530,1.2020
4470,4848115,FALSE POSITIVE,0.969602551,1.72800,1.1100e+02,0.009636,0.69,0.0170,84.06,1334.0,750.09,4856.00,0.6600,0.7010
4471,4048898,CANDIDATE,13.091487800,2.03700,3.7500e+01,0.005595,0.79,0.1104,89.83,892.0,149.52,5919.00,1.2880,1.0480
4472,5991765,FALSE POSITIVE,9.258012940,2.85400,8.8100e+01,0.008650,1.73,0.0908,89.57,1229.0,539.51,6200.00,1.8340,1.1620
4473,3962872,FALSE POSITIVE,25.955404400,8.49100,1.2270e+02,0.012861,1.46,0.1720,83.27,656.0,43.90,6058.00,1.0380,1.0040
4474,11912911,FALSE POSITIVE,3.747882080,4.18300,1.5340e+02,0.011137,0.94,0.0450,89.25,979.0,216.97,5340.00,0.7770,0.8710
4475,7045435,FALSE POSITIVE,0.934792550,4.58380,2.4750e+02,0.215214,24.75,0.0178,14.74,2040.0,4108.03,6018.00,1.0530,0.8640
4476,2972800,FALSE POSITIVE,361.436530000,9.08000,2.7190e+02,0.015211,1.56,0.9233,89.95,268.0,1.22,6028.00,0.9380,0.8020
4477,8573168,FALSE POSITIVE,0.896282530,1.39700,8.6400e+01,0.008471,0.76,0.0176,87.94,1670.0,1848.85,5561.00,0.8180,0.9150
4478,10801249,FALSE POSITIVE,1.674956220,2.99400,3.5900e+01,0.005588,0.77,0.0289,84.27,1843.0,2732.19,6323.00,1.2630,1.1500
4479,4587135,CANDIDATE,54.081223500,6.27900,4.1110e+02,0.018566,1.54,0.2640,89.84,431.0,8.19,5757.00,0.7620,0.8650
4480,3857860,FALSE POSITIVE,8.234407200,2.80800,5.9200e+01,0.007838,1.49,0.0803,86.53,1263.0,601.05,6148.00,1.7410,1.0160
4481,5024252,FALSE POSITIVE,2.150523320,3.44700,1.1550e+02,0.010746,1.17,0.0327,89.38,1410.0,934.17,5780.00,1.0000,1.0000
4482,7430876,FALSE POSITIVE,32.612238100,2.88600,1.3214e+03,0.292665,31.96,0.2002,87.41,570.0,24.92,5780.00,1.0000,1.0000
4483,4843592,FALSE POSITIVE,0.967073359,2.48750,7.7350e+02,0.252275,28.15,0.0189,34.18,1867.0,2870.56,5755.00,1.0220,0.9600
4484,9602775,FALSE POSITIVE,3.556427900,6.99800,1.3140e+02,0.010518,0.80,0.0417,84.47,972.0,211.41,5404.00,0.6940,0.7890
4485,8955709,FALSE POSITIVE,0.942997994,1.16580,5.3920e+02,0.020573,1.56,0.0166,88.60,1283.0,639.03,4499.00,0.6930,0.6810
4486,7031430,FALSE POSITIVE,0.566796775,5.47100,1.4410e+02,0.015523,0.61,0.0096,14.79,931.0,176.94,3453.00,0.3580,0.3640
4487,7133294,CONFIRMED,13.647121100,8.33100,7.5000e+01,0.008279,1.25,0.1075,86.47,913.0,164.06,5771.00,1.3820,0.8900
4488,4381429,CONFIRMED,16.473474000,4.20100,4.7050e+02,0.019767,1.63,0.1126,89.97,612.0,33.22,5364.00,0.7540,0.7020
4489,11912916,FALSE POSITIVE,3.747883220,3.45000,2.4260e+02,0.014631,1.32,0.0460,85.63,1031.0,266.76,5514.00,0.8260,0.9260
4490,12108293,FALSE POSITIVE,0.705455349,2.46900,7.4900e+01,0.008025,0.64,0.0145,77.67,1693.0,1936.09,5383.00,0.7360,0.8240
4491,5301093,FALSE POSITIVE,488.673530000,12.35000,6.9100e+02,0.024110,2.03,1.1542,89.91,188.0,0.30,5218.00,0.7720,0.8670
4492,5511659,CANDIDATE,8.529122300,3.24100,3.2540e+02,0.017152,2.08,0.0800,87.89,911.0,162.94,5543.00,1.1110,0.9370
4493,9640946,FALSE POSITIVE,1.089060570,2.74300,7.6200e+01,0.007843,0.75,0.0194,84.43,1511.0,1235.96,5087.00,0.8810,0.8220
4494,9776186,FALSE POSITIVE,1.489221870,1.88200,6.1360e+02,0.022918,2.50,0.0256,86.08,1594.0,1524.19,5780.00,1.0000,1.0000
4495,9752973,FALSE POSITIVE,0.716709761,0.69690,6.8400e+01,0.011089,1.42,0.0149,60.71,2394.0,7725.24,6109.00,1.1730,0.8500
4496,8044600,FALSE POSITIVE,4.108381200,3.27900,3.5280e+02,0.017093,1.62,0.0497,89.12,1058.0,295.63,5730.00,0.8700,0.9680
4497,10220837,CONFIRMED,1.962282625,1.45000,6.8300e+01,0.007549,0.81,0.0298,89.06,1448.0,1038.36,5726.00,0.9790,0.9150
4498,10991239,FALSE POSITIVE,0.523629052,3.44300,1.2200e+02,0.009546,46.33,0.0154,88.24,9801.0,2181689.59,4136.00,44.4480,1.7770
4499,7583650,CANDIDATE,6.454684500,3.07100,6.9900e+01,0.009295,1.38,0.0718,81.61,1244.0,565.72,6474.00,1.3620,1.1850
4500,9345819,FALSE POSITIVE,1.045886350,2.83300,1.0270e+02,0.009341,1.10,0.0210,85.90,1972.0,3582.91,6249.00,1.0760,1.1300
4501,9180566,FALSE POSITIVE,51.313460910,3.94000,,,,,,,,,,
4502,3867794,CANDIDATE,0.494247662,1.24430,2.2490e+02,0.013828,1.51,0.0127,82.87,2257.0,6096.15,5763.00,0.9980,1.1070
4503,5819801,CANDIDATE,11.829938300,5.16800,4.1400e+01,0.006011,1.60,0.1128,88.12,1177.0,453.44,5747.00,2.4310,1.3650
4504,11092040,FALSE POSITIVE,419.928980000,14.55000,2.3350e+02,0.013995,1.51,1.0835,89.95,255.0,1.00,6047.00,0.9880,0.9620
4505,4851145,FALSE POSITIVE,1.235214580,0.91800,8.9500e+01,0.008924,0.93,0.0229,87.17,1713.0,2032.78,5999.00,0.9590,1.0450
4506,10292540,FALSE POSITIVE,1.085229874,0.65200,2.3810e+02,0.014698,1.37,0.0203,87.84,1632.0,1675.45,5713.00,0.8510,0.9480
4507,3732894,FALSE POSITIVE,1.540379557,2.02600,7.6900e+01,0.008120,0.81,0.0240,86.62,1581.0,1481.09,5812.00,0.9140,0.7810
4508,6276791,CANDIDATE,5.301797860,2.24000,1.9720e+02,0.012946,1.22,0.0587,88.81,973.0,211.80,5749.00,0.8640,0.9610
4509,6278762,CONFIRMED,3.600117120,2.39600,5.0200e+01,0.006340,0.50,0.0407,89.88,938.0,182.81,5051.00,0.7210,0.6920
4510,6276791,CONFIRMED,9.328679520,1.57200,3.5440e+02,0.017152,1.62,0.0856,89.96,806.0,99.60,5749.00,0.8640,0.9610
4511,8636600,CONFIRMED,6.386712060,1.20100,2.2370e+02,0.013410,1.19,0.0617,89.98,811.0,102.25,5071.00,0.8110,0.7680
4512,10220950,FALSE POSITIVE,158.348345000,10.55000,8.9900e+02,2.675912,372.86,0.6312,85.36,409.0,6.61,6521.00,1.2760,1.3340
4513,10140122,CANDIDATE,0.849362238,1.36000,1.1490e+02,0.009854,0.85,0.0169,84.05,1498.0,1190.04,4973.00,0.7880,0.8910
4514,5033823,CANDIDATE,0.741768294,0.41640,6.0300e+01,0.210554,72.36,0.0186,60.20,3380.0,30981.32,5897.00,3.1470,1.5660
4515,10342316,FALSE POSITIVE,0.933769620,7.02300,1.2580e+02,0.153052,16.30,0.0185,9.31,1937.0,3343.62,6056.00,0.9750,0.9730
4516,5305399,FALSE POSITIVE,322.483810000,22.99000,1.0234e+03,0.036359,3.50,0.9110,88.86,259.0,1.06,5968.00,0.8810,0.9700
4517,3223433,CANDIDATE,61.083322000,10.39600,2.2750e+02,0.014504,1.61,0.3082,88.94,465.0,11.01,5803.00,1.0150,1.0440
4518,8803757,CANDIDATE,3.594489100,2.55700,8.9900e+01,0.008540,0.98,0.0447,89.79,1178.0,455.99,5523.00,1.0460,0.9220
4519,12021811,FALSE POSITIVE,0.739404894,1.75300,2.4680e+02,0.013845,0.94,0.0136,88.67,1256.0,589.06,4205.00,0.6240,0.6140
4520,9479306,CANDIDATE,4.860805900,1.96600,2.5210e+02,0.014666,1.21,0.0529,88.80,925.0,172.76,5541.00,0.7570,0.8390
4521,5437762,CANDIDATE,4.044811590,2.47900,3.3000e+01,0.005366,0.67,0.0511,88.05,1325.0,729.15,6358.00,1.1410,1.0820
4522,3962684,FALSE POSITIVE,25.949641315,11.64110,6.7800e+01,0.009814,2.06,0.1720,81.14,753.0,76.14,5109.00,1.9220,1.0060
4523,4730442,FALSE POSITIVE,1.710512150,1.28400,4.2200e+01,0.005978,1.04,0.0270,89.68,2004.0,3820.16,5925.00,1.5890,0.8980
4524,9447166,CONFIRMED,62.869463000,6.84200,3.4170e+02,0.022926,1.96,0.2829,87.89,349.0,3.51,4762.00,0.7810,0.7620
